,dataset,ind,DF_CC_overall,DF_CC_keep,DF_CC_notkeep
0,P0161,5,0.1524784635971164,0.42532837837042886,0.14980673999920022
0,P0161,2,0.00519913289110213,0.3881773680227835,0.0018339307317463717
0,P0161,8,0.17383502691582178,0.47665045375325343,0.17060400465063913
0,P0161,3,0.007223509211344726,0.3899987235100525,0.003948994510045504
0,P0163,0,0.06282778269798876,0.6837154755731149,0.054954584172869504
0,P0163,9,-0.096994289516348,0.48007178914714727,-0.10068921705760721
0,P0163,11,-0.08961229412260424,0.5051420072234923,-0.09361520959398027
0,P0163,6,-0.13398640644531298,0.4130515095207587,-0.13702263691288605
0,P0163,7,-0.11616962643450333,0.438306830168592,-0.11941396487068257
0,P0163,10,-0.0893250465863079,0.4961870833972603,-0.09318137500060253
0,P0163,4,-0.1554212558630289,0.38243956636828774,-0.15802015263755814
0,P0163,5,-0.14761522163983812,0.3892954676385465,-0.1504454142855831
0,P0163,2,-0.29689592941241527,0.27416808228625483,-0.2991394042935357
0,P0163,8,-0.10085395960098385,0.4609326189173574,-0.10433546620092589
0,P0163,3,-0.2971547703919691,0.2693322298445409,-0.2993477524158974
0,P0178,0,0.033609925591130616,0.6971881954155437,0.02670790319641566
0,P0178,9,0.03711268373594724,0.5851324993378203,0.030758680497298043
0,P0178,11,0.04563390503710072,0.6396232872026361,0.03851382675486437
0,P0178,6,-0.08529501879135491,0.45928581534243035,-0.09112446918340042
0,P0178,7,-0.04536831002302713,0.5033490118814937,-0.0514962255475536
0,P0178,10,0.03844820653679588,0.6139505421369462,0.03159003873491044
0,P0178,4,-0.14473221227270403,0.40676252074499303,-0.14983883488891225
0,P0178,5,-0.10761075225839205,0.43886306737297087,-0.11311419026300003
0,P0178,2,-0.2627803286533039,0.32815332977627093,-0.2669428852778918
0,P0178,8,-0.0031141116089325642,0.5486882889979283,-0.009480828463949474
0,P0178,3,-0.26338397709103806,0.3299924448915106,-0.26747818761020703
0,P0179,0,0.08780069268900415,0.3820783877899085,0.08396157104753497
0,P0179,9,0.18733674854146407,0.28160163344279837,0.18582331735743932
0,P0179,11,0.20292462151471508,0.31110486340199023,0.20128500110509712
0,P0179,6,0.13541934926450352,0.2363791935049332,0.13390335034147346
0,P0179,7,0.16837311149785344,0.2510576699636281,0.16702544749573425
0,P0179,10,0.20155826167938432,0.3040600151825267,0.2000067973136428
0,P0179,4,0.0959287196071595,0.22009820797945856,0.09426529998005
0,P0179,5,0.10936334843108303,0.22540284781080092,0.10775162544416207
0,P0179,2,-0.030025043916566064,0.19468569904339092,-0.03251197287360943
0,P0179,8,0.18560172731391011,0.26529623310294753,0.18424571457652003
0,P0179,3,-0.03607320165503316,0.19546029902076992,-0.03862751254164466
